place_id,lang,name,description
18531309-baa9-5d5d-b50e-e2e17266a0af,fa,مرکز شهر روانسر,
1861a357-5d43-570a-9d32-54b589bfae01,en,City: Kariz,
1861a357-5d43-570a-9d32-54b589bfae01,fa,مرکز شهر کاریز,
18f62100-fe52-5f73-b63a-dd5d5aa64fa6,en,City: شهر جدید چناره,
18f62100-fe52-5f73-b63a-dd5d5aa64fa6,fa,مرکز شهر شهر جدید چناره,
19092e66-d790-455a-a078-20d64fd59921,fa,فست فود ناری,
1913dfc5-e657-544f-a0f6-e72dfec8e57c,en,City: چاه دادخدا,
1913dfc5-e657-544f-a0f6-e72dfec8e57c,fa,مرکز شهر چاه دادخدا,
194b876a-2c61-4978-83b4-522e4aafffdb,fa,غذاخوری چلو کبابی صفا,
199e9edd-0f12-492d-90da-c1ef37ea61ed,fa,فست فود امید,
19e830d2-cd2a-54b6-9b68-587de73cedae,en,City: Suza,
19e830d2-cd2a-54b6-9b68-587de73cedae,fa,مرکز شهر سوزا,
1a384aba-0b5a-573b-b618-dea0ca8d94be,en,City: Damaneh,
1a384aba-0b5a-573b-b618-dea0ca8d94be,fa,مرکز شهر دامنه,
1a6289e5-fa55-4107-bf38-b43780e18338,fa,کلینیک درمانی غیر شبانه روزی اورتو,
1a73c16f-0816-4683-9b97-ef738b9d685a,fa,فست فود بهرام,
1ad53ef5-de1d-43e4-bf86-b641998d7a8b,fa,فست فود بی نام,
1adb8a57-3d96-4b13-b285-5e971e8c95c1,fa,درمانگاه ارزیل,
1b15fac3-f1cd-4059-b789-327383bc0f02,fa,غذاخوری امید,
1b24c68f-242a-42ed-83ab-9c1ea1d28479,fa,فست فود پالیز,
1b25e509-0d57-56b2-91c3-1e62d1520011,en,City: Sedeh Lanjan,
1b25e509-0d57-56b2-91c3-1e62d1520011,fa,مرکز شهر سده لنجان,
1b36269d-ad9a-402e-bb40-6781844f5e6f,fa,کلینیک مولانا,
1b6da88c-d311-5bcd-a3dc-f207da221df7,en,City: Khesht,
1b6da88c-d311-5bcd-a3dc-f207da221df7,fa,مرکز شهر خشت,
1b73f80a-b0a3-56a3-abd4-5761339e5646,en,City: Mehraban,
1b73f80a-b0a3-56a3-abd4-5761339e5646,fa,مرکز شهر مهربان,
1b875a04-6cfb-46cd-af23-2ec62853b1c0,fa,شبکه بهداشت و درمان,
1b8eb5fe-5e3e-4bcf-a1fd-d8470eef11f4,fa,غذاخوری ساندویچی نوا,
1bad7cdf-122f-5089-a7e4-d5075bd2e170,en,City: Bilasuvar,
1bad7cdf-122f-5089-a7e4-d5075bd2e170,fa,مرکز شهر بیله سوار,
1bb3f44b-3a6a-48a5-a7bb-040908f3670a,fa,کلینیک حکیم شمس الدین خسروشاهی,
1be8efee-f9d2-59b0-88f7-9de0ab4ba878,en,City: Buin and Miandasht,
1be8efee-f9d2-59b0-88f7-9de0ab4ba878,fa,مرکز شهر بوئین و میاندشت,
1c152d36-47db-521f-b68c-55d375ba871c,en,City: Lay Bid,
1c152d36-47db-521f-b68c-55d375ba871c,fa,مرکز شهر لای بید,
1c17d039-9b25-476b-aa09-16040d56fb66,fa,مرکز درمانی شماره ۱,
1c431bc2-3532-4993-b3e8-28a99fbc5317,fa,فست فود عباسی,
1c81402c-4129-4f82-b7dd-2c84a85259f8,fa,کلینیک درمانی آراز,
1c9d9b12-c988-4fdb-930f-e4f71c691eac,fa,غذاخوری فکوریان,
1c9de84a-916a-5bb8-923f-d8a38f11184a,en,City: Beedshehr,
1c9de84a-916a-5bb8-923f-d8a38f11184a,fa,مرکز شهر بیدشهر,
1cb420aa-2774-5f2a-9dbc-297a47358f3d,en,City: Siminshahr,
1cb420aa-2774-5f2a-9dbc-297a47358f3d,fa,مرکز شهر سیمین شهر,
1cd3ee82-e7ad-4351-9efe-94ea2fb9c647,fa,بیمارستان کودکان زهرا مردانی آذری,
1ce068ea-d1b7-454d-a14e-71c0e1dd4158,fa,غذاخوری حاج حسین,
1cec6b20-1ea7-5f89-a8a9-8df5dac15a12,en,City: Sorkhrud,
1cec6b20-1ea7-5f89-a8a9-8df5dac15a12,fa,مرکز شهر سرخرود,
1d137ff6-5f60-432f-b054-3bd397b24213,fa,کلینیک درمانی فرزانگان کوثر,
1d49de40-071d-4013-974e-d186c01ca5df,fa,فست فود سوسیس,
1d4b9a11-876c-48f8-8dbe-88b40ef7ffcb,fa,فست فود نامشخص,
1d558349-c2df-52b6-815c-96674f446837,en,City: Eshtehard,
1d558349-c2df-52b6-815c-96674f446837,fa,مرکز شهر اشتهارد,
1d648566-62b0-44d3-994a-6e3b2cfe8e64,fa,کلینیک بوعلی,
1d94769e-7c6d-42c0-bc01-4d96e2cd732c,fa,بیمارستان آیت الله کوه کمری,
1db8d353-efc4-48a8-a188-b69ed6756260,fa,غذاخوری خانگی میرزایی,
1dd93f6e-f683-4dad-9133-c76b9068961b,fa,عطاویچ,
1dd9eb46-930c-52e0-9904-4fb31b1f1c7e,en,City: Kuhdasht,
1dd9eb46-930c-52e0-9904-4fb31b1f1c7e,fa,مرکز شهر کوهدشت,
1ddc7262-9072-4dff-be88-15503d797f1a,fa,کباب سرای ریحان,
1df81911-1b69-42a2-b528-537d8a9b2b11,fa,باغ رستوران عروس,
1dff0407-25d7-4267-959c-032d9430a226,fa,غذاخوری پیتزا ساندویچ شاندیز,
1e50c796-6c3b-4f93-8ffe-40d201d3add1,fa,جلالی سردرود,
1e60d4b4-355b-5972-98ec-fccf9b3feb11,en,City: Bayangan,
1e60d4b4-355b-5972-98ec-fccf9b3feb11,fa,مرکز شهر باینگان,
1e8bfc67-8eb8-5b46-81a5-b6a70d5e490c,en,City: Naft Shahr,
1e8bfc67-8eb8-5b46-81a5-b6a70d5e490c,fa,مرکز شهر نفت شهر,
1e9f60b0-fdc0-587f-bc37-5fc3fb164b48,en,City: Dastgerd,
1e9f60b0-fdc0-587f-bc37-5fc3fb164b48,fa,مرکز شهر دستگرد,
1eb4c4f0-e1e0-4271-80fd-8dbd7449bdd2,fa,غذاخوری کبابی حامد,
1edd38ad-4d60-40b8-9365-e18bb5949966,fa,بدون نام,
1eed7a85-0d55-4081-a903-a641762c2600,fa,غذاخوری کبابی نگین بناب ساطوری,
1f007775-2e10-437c-bdf4-fb4864777224,fa,رستوران کریمی مقدم,
1f3ba94c-98c5-57a1-ab11-234358850e18,en,City: Veys,
1f3ba94c-98c5-57a1-ab11-234358850e18,fa,مرکز شهر ویس,
1fa15a34-1999-4471-a06a-d959d91ebf6a,fa,غذاخوری ساندویچ زیتون تک,
1fa9ee89-94f1-4645-a55b-c77b14c1f857,fa,غذاخوری زمانی,
1febabe9-7b27-408e-9b8a-b41d123098c7,fa,شبکه بهداشت باسمنج,
201920c1-a4f3-40ab-9775-5a7928d0ee08,fa,غذاخوری پاییزان,
201f28cd-72dd-525e-84b2-97f1ce33a650,en,City: Ahmadabad,
201f28cd-72dd-525e-84b2-97f1ce33a650,fa,مرکز شهر احمدآباد,
20220146-5488-4d2d-ab43-9dc1ad1f02e8,fa,غذاخوری سما,
2045b27e-b785-4e27-9ca5-5bc6e568519e,fa,کلینیک درمانی غیر شبانه روزی حکیم بناب,
204a74a0-a15d-4b91-879c-83e7c16e9c48,fa,هتل رشدیه,
20b0cc73-0674-541d-8e69-675d01b8f1c3,en,City: Hashtgerd,
20b0cc73-0674-541d-8e69-675d01b8f1c3,fa,مرکز شهر هشتگرد,
